	Gene1	Gene2	dist	strand	pred
2224	KVP08_016605	KVP08_016610	7	-1	True
2225	KVP08_016610	KVP08_016615	0	-1	True
2226	KVP08_016615	KVP08_016620	-7	-1	True
2227	KVP08_016620	KVP08_016625	0	-1	True
2228	KVP08_016625	KVP08_016630	404	-1	False
2229	KVP08_016630	KVP08_016635	155	-1	False
2230	KVP08_016635	KVP08_016640	156	-1	False
2231	KVP08_016640	KVP08_016645	204	-1	False
2232	KVP08_016645	KVP08_016650	135	-1	False
2233	KVP08_016655	KVP08_016660	207	1	False
2234	KVP08_016680	KVP08_016685	143	1	False
2235	KVP08_016690	KVP08_016695	54	-1	True
2236	KVP08_016695	KVP08_016700	0	-1	True
2237	KVP08_016700	KVP08_016705	80	-1	True
2238	KVP08_016710	KVP08_016715	186	1	False
2239	KVP08_016715	KVP08_016720	12	1	True
2240	KVP08_016735	KVP08_016740	239	-1	False
2241	KVP08_016740	KVP08_016745	562	-1	False
2242	KVP08_016755	KVP08_016760	347	-1	False
2243	KVP08_016760	KVP08_016765	54	-1	True
2244	KVP08_016765	KVP08_016770	111	-1	False
2245	KVP08_016770	KVP08_016775	129	-1	False
2246	KVP08_016775	KVP08_016780	649	-1	False
2247	KVP08_016785	KVP08_016790	10	1	True
2248	KVP08_016790	KVP08_016795	63	1	True
2249	KVP08_016795	KVP08_016800	10	1	True
2250	KVP08_016800	KVP08_016805	68	1	True
2251	KVP08_016805	KVP08_016810	242	1	False
2252	KVP08_016835	KVP08_016840	195	-1	False
2253	KVP08_016840	KVP08_016845	257	-1	False
2254	KVP08_016845	KVP08_016850	228	-1	False
2255	KVP08_016850	KVP08_016855	185	-1	False
2256	KVP08_016855	KVP08_016860	0	-1	True
2257	KVP08_016875	KVP08_016880	6	1	True
2258	KVP08_016880	KVP08_016885	-7	1	True
2259	KVP08_016895	KVP08_016900	310	1	False
2260	KVP08_016900	KVP08_016905	267	1	False
2261	KVP08_016910	KVP08_016915	266	-1	False
2262	KVP08_016915	KVP08_016920	38	-1	True
2263	KVP08_016925	KVP08_016930	147	1	False
2264	KVP08_016930	KVP08_016935	141	1	False
2265	KVP08_016935	KVP08_016940	0	1	True
2266	KVP08_016945	KVP08_016950	49	-1	True
2267	KVP08_016950	KVP08_016955	4	-1	True
2268	KVP08_016955	KVP08_016960	131	-1	False
2269	KVP08_016960	KVP08_016965	79	-1	True
2270	KVP08_016970	KVP08_016975	187	1	False
2271	KVP08_016980	KVP08_016985	368	-1	False
2272	KVP08_016985	KVP08_016990	678	-1	False
2273	KVP08_016990	KVP08_016995	-7	-1	True
2274	KVP08_016995	KVP08_017000	75	-1	True
2275	KVP08_017005	KVP08_017010	12	1	True
2276	KVP08_017010	KVP08_017015	153	1	False
2277	KVP08_017020	KVP08_017025	154	-1	False
2278	KVP08_017025	KVP08_017030	-3	-1	True
2279	KVP08_017045	KVP08_017050	192	1	False
2280	KVP08_017050	KVP08_017055	172	1	False
2281	KVP08_017065	KVP08_017070	-3	1	True
2282	KVP08_017080	KVP08_017085	50	1	True
2283	KVP08_017085	KVP08_017090	239	1	False
2284	KVP08_017095	KVP08_017100	77	-1	True
2285	KVP08_017110	KVP08_017115	103	-1	False
2286	KVP08_017120	KVP08_017125	16	1	True
2287	KVP08_017125	KVP08_017130	5	1	True
2288	KVP08_017130	KVP08_017135	79	1	True
2289	KVP08_017135	KVP08_017140	13	1	True
2290	KVP08_017140	KVP08_017145	146	1	False
2291	KVP08_017145	KVP08_017150	107	1	False
2292	KVP08_017150	KVP08_017155	134	1	False
2293	KVP08_017165	KVP08_017170	26	1	True
2294	KVP08_017170	KVP08_017175	195	1	False
2295	KVP08_017175	KVP08_017180	259	1	False
2296	KVP08_017185	KVP08_017190	141	-1	False
2297	KVP08_017190	KVP08_017195	9	-1	True
2298	KVP08_017195	KVP08_017200	23	-1	True
2299	KVP08_017205	KVP08_017210	95	1	False
2300	KVP08_017215	KVP08_017220	53	-1	True
2301	KVP08_017220	KVP08_017225	-3	-1	True
2302	KVP08_017225	KVP08_017230	248	-1	False
2303	KVP08_017245	KVP08_017250	68	1	True
2304	KVP08_017250	KVP08_017255	111	1	False
2305	KVP08_017255	KVP08_017260	60	1	True
2306	KVP08_017275	KVP08_017280	142	-1	False
2307	KVP08_017285	KVP08_017290	96	1	False
2308	KVP08_017290	KVP08_017295	208	1	False
2309	KVP08_017300	KVP08_017305	-3	-1	True
2310	KVP08_017305	KVP08_017310	251	-1	False
2311	KVP08_017310	KVP08_017315	8	-1	True
2312	KVP08_017315	KVP08_017320	2	-1	True
2313	KVP08_017320	KVP08_017325	169	-1	False
2314	KVP08_017325	KVP08_017330	198	-1	False
2315	KVP08_017330	KVP08_017335	45	-1	True
2316	KVP08_017335	KVP08_017340	242	-1	False
2317	KVP08_017345	KVP08_017350	34	1	True
2318	KVP08_017350	KVP08_017355	70	1	True
2319	KVP08_017355	KVP08_017360	150	1	False
2320	KVP08_017370	KVP08_017375	0	1	True
2321	KVP08_017375	KVP08_017380	296	1	False
2322	KVP08_017380	KVP08_017385	102	1	False
2323	KVP08_017390	KVP08_017395	174	-1	False
2324	KVP08_017395	KVP08_017400	165	-1	False
2325	KVP08_017400	KVP08_017405	58	-1	True
2326	KVP08_017405	KVP08_017410	145	-1	False
2327	KVP08_017410	KVP08_017415	0	-1	True
2328	KVP08_017425	KVP08_017430	3	-1	True
2329	KVP08_017430	KVP08_017435	15	-1	True
2330	KVP08_017440	KVP08_017445	2	1	True
2331	KVP08_017445	KVP08_017450	113	1	False
2332	KVP08_017460	KVP08_017465	0	1	True
2333	KVP08_017465	KVP08_017470	-3	1	True
2334	KVP08_017480	KVP08_017485	463	1	False
2335	KVP08_017485	KVP08_017490	251	1	False
2336	KVP08_017490	KVP08_017495	42	1	True
2337	KVP08_017500	KVP08_017505	118	-1	False
2338	KVP08_017510	KVP08_017515	84	1	True
2339	KVP08_017515	KVP08_017520	152	1	False
2340	KVP08_017520	KVP08_017525	267	1	False
2341	KVP08_017530	KVP08_017535	25	-1	True
2342	KVP08_017560	KVP08_017565	0	1	True
2343	KVP08_017565	KVP08_017570	-6	1	True
2344	KVP08_017605	KVP08_017610	431	1	False
2345	KVP08_017615	KVP08_017620	-7	-1	True
2346	KVP08_017620	KVP08_017625	53	-1	True
2347	KVP08_017625	KVP08_017630	57	-1	True
2348	KVP08_017630	KVP08_017635	27	-1	True
2349	KVP08_017635	KVP08_017640	16	-1	True
2350	KVP08_017640	KVP08_017645	5	-1	True
2351	KVP08_017655	KVP08_017660	3	-1	True
2352	KVP08_017660	KVP08_017665	12	-1	True
2353	KVP08_017675	KVP08_017680	146	-1	False
2354	KVP08_017680	KVP08_017685	209	-1	False
2355	KVP08_017685	KVP08_017690	226	-1	False
2356	KVP08_017690	KVP08_017695	76	-1	True
2357	KVP08_017705	KVP08_017710	76	-1	True
2358	KVP08_017720	KVP08_017725	37	-1	True
2359	KVP08_017725	KVP08_017730	12	-1	True
2360	KVP08_017730	KVP08_017735	9	-1	True
2361	KVP08_017740	KVP08_017745	182	1	False
2362	KVP08_017750	KVP08_017755	1	-1	True
2363	KVP08_017755	KVP08_017760	40	-1	True
2364	KVP08_017760	KVP08_017765	109	-1	False
2365	KVP08_017765	KVP08_017770	67	-1	True
2366	KVP08_017770	KVP08_017775	114	-1	False
2367	KVP08_017775	KVP08_017780	15	-1	True
2368	KVP08_017780	KVP08_017785	297	-1	False
2369	KVP08_017790	KVP08_017795	126	1	False
2370	KVP08_017800	KVP08_017805	34	-1	True
2371	KVP08_017805	KVP08_017810	-3	-1	True
2372	KVP08_017820	KVP08_017825	13	-1	True
2373	KVP08_017825	KVP08_017830	17	-1	True
2374	KVP08_017830	KVP08_017835	6	-1	True
2375	KVP08_017835	KVP08_017840	12	-1	True
2376	KVP08_017840	KVP08_017845	55	-1	True
2377	KVP08_017845	KVP08_017850	-3	-1	True
2378	KVP08_017855	KVP08_017860	0	1	True
2379	KVP08_017860	KVP08_017865	-3	1	True
2380	KVP08_017865	KVP08_017870	-13	1	True
2381	KVP08_017870	KVP08_017875	-3	1	True
2382	KVP08_017875	KVP08_017880	106	1	False
2383	KVP08_017880	KVP08_017885	29	1	True
2384	KVP08_017885	KVP08_017890	3	1	True
2385	KVP08_017890	KVP08_017895	-3	1	True
2386	KVP08_017895	KVP08_017900	-13	1	True
2387	KVP08_017900	KVP08_017905	197	1	False
2388	KVP08_017910	KVP08_017915	236	-1	False
2389	KVP08_017925	KVP08_017930	272	-1	False
2390	KVP08_017955	KVP08_017960	-7	1	True
2391	KVP08_017975	KVP08_017980	2	-1	True
2392	KVP08_017980	KVP08_017985	558	-1	False
2393	KVP08_018000	KVP08_018005	565	1	False
2394	KVP08_018005	KVP08_018010	28	1	True
2395	KVP08_018010	KVP08_018015	638	1	False
2396	KVP08_018015	KVP08_018020	408	1	False
2397	KVP08_018025	KVP08_018030	391	-1	False
2398	KVP08_018030	KVP08_018035	-12	-1	True
2399	KVP08_018035	KVP08_018040	43	-1	True
2400	KVP08_018040	KVP08_018045	12	-1	True
2401	KVP08_018075	KVP08_018080	119	-1	False
2402	KVP08_018080	KVP08_018085	552	-1	False
2403	KVP08_018085	KVP08_018090	94	-1	False
2404	KVP08_018090	KVP08_018095	125	-1	False
2405	KVP08_018095	KVP08_018100	84	-1	True
2406	KVP08_018100	KVP08_018105	677	-1	False
2407	KVP08_018105	KVP08_018110	172	-1	False
2408	KVP08_018110	KVP08_018115	78	-1	True
2409	KVP08_018115	KVP08_018120	78	-1	True
2410	KVP08_018120	KVP08_018125	170	-1	False
2411	KVP08_018125	KVP08_018130	206	-1	False
2412	KVP08_018145	KVP08_018150	83	1	True
2413	KVP08_018150	KVP08_018155	-19	1	True
2414	KVP08_018155	KVP08_018160	-3	1	True
2415	KVP08_018165	KVP08_018170	165	-1	False
2416	KVP08_018170	KVP08_018175	10	-1	True
2417	KVP08_018175	KVP08_018180	128	-1	False
2418	KVP08_018180	KVP08_018185	309	-1	False
2419	KVP08_018185	KVP08_018190	56	-1	True
2420	KVP08_018190	KVP08_018195	200	-1	False
2421	KVP08_018195	KVP08_018200	176	-1	False
2422	KVP08_018200	KVP08_018205	157	-1	False
2423	KVP08_018205	KVP08_018210	0	-1	True
2424	KVP08_018210	KVP08_018215	97	-1	False
2425	KVP08_018215	KVP08_018220	0	-1	True
2426	KVP08_018220	KVP08_018225	0	-1	True
2427	KVP08_018225	KVP08_018230	369	-1	False
2428	KVP08_018230	KVP08_018235	4	-1	True
2429	KVP08_018235	KVP08_018240	37	-1	True
2430	KVP08_018240	KVP08_018245	25	-1	True
2431	KVP08_018245	KVP08_018250	93	-1	False
2432	KVP08_018250	KVP08_018255	-7	-1	True
2433	KVP08_018255	KVP08_018260	14	-1	True
2434	KVP08_018260	KVP08_018265	9	-1	True
2435	KVP08_018265	KVP08_018270	80	-1	True
2436	KVP08_018270	KVP08_018275	245	-1	False
2437	KVP08_018275	KVP08_018300	1253	-1	False
2438	KVP08_018305	KVP08_018310	81	1	True
2439	KVP08_018310	KVP08_018315	15	1	True
2440	KVP08_018315	KVP08_018320	69	1	True
2441	KVP08_018320	KVP08_018325	16	1	True
2442	KVP08_018350	KVP08_018355	108	-1	False
2443	KVP08_018365	KVP08_018370	85	-1	True
2444	KVP08_018370	KVP08_018375	221	-1	False
2445	KVP08_018380	KVP08_018385	246	1	False
2446	KVP08_018395	KVP08_018400	19	1	True
2447	KVP08_018405	KVP08_018410	44	-1	True
2448	KVP08_018410	KVP08_018415	184	-1	False
2449	KVP08_018415	KVP08_018420	5	-1	True
2450	KVP08_018420	KVP08_018425	-16	-1	True
2451	KVP08_018425	KVP08_018430	82	-1	True
2452	KVP08_018430	KVP08_018435	462	-1	False
2453	KVP08_018470	KVP08_018475	139	1	False
2454	KVP08_018485	KVP08_018490	150	1	False
2455	KVP08_018500	KVP08_018505	75	1	True
2456	KVP08_018505	KVP08_018510	147	1	False
2457	KVP08_018510	KVP08_018515	291	1	False
2458	KVP08_018520	KVP08_018525	167	-1	False
2459	KVP08_018525	KVP08_018530	10	-1	True
2460	KVP08_018530	KVP08_018535	-3	-1	True
2461	KVP08_018555	KVP08_018560	85	-1	True
2462	KVP08_018560	KVP08_018565	119	-1	False
2463	KVP08_018565	KVP08_018570	8	-1	True
2464	KVP08_018570	KVP08_018575	10	-1	True
2465	KVP08_018575	KVP08_018580	64	-1	True
2466	KVP08_018580	KVP08_018585	36	-1	True
2467	KVP08_018585	KVP08_018590	470	-1	False
2468	KVP08_018610	KVP08_018615	200	-1	False
2469	KVP08_018615	KVP08_018620	315	-1	False
2470	KVP08_018620	KVP08_018625	44	-1	True
2471	KVP08_018625	KVP08_018630	129	-1	False
2472	KVP08_018630	KVP08_018635	14	-1	True
2473	KVP08_018640	KVP08_018645	185	1	False
2474	KVP08_018650	KVP08_018655	130	-1	False
2475	KVP08_018655	KVP08_018660	78	-1	True
2476	KVP08_018660	KVP08_018665	16	-1	True
2477	KVP08_018665	KVP08_018670	217	-1	False
2478	KVP08_018670	KVP08_018675	164	-1	False
2479	KVP08_018675	KVP08_018680	37	-1	True
2480	KVP08_018685	KVP08_018690	102	1	False
2481	KVP08_018690	KVP08_018695	35	1	True
2482	KVP08_018695	KVP08_018700	34	1	True
2483	KVP08_018705	KVP08_018710	92	-1	True
2484	KVP08_018715	KVP08_018720	111	1	False
2485	KVP08_018725	KVP08_018730	576	-1	False
2486	KVP08_018730	KVP08_018735	150	-1	False
2487	KVP08_018755	KVP08_018760	3	-1	True
2488	KVP08_018770	KVP08_018775	-9	-1	True
2489	KVP08_018780	KVP08_018785	69	1	True
2490	KVP08_018790	KVP08_018795	218	-1	False
2491	KVP08_018795	KVP08_018800	243	-1	False
2492	KVP08_018800	KVP08_018805	147	-1	False
2493	KVP08_018810	KVP08_018815	66	1	True
2494	KVP08_018820	KVP08_018825	329	-1	False
2495	KVP08_018825	KVP08_018830	126	-1	False
2496	KVP08_018835	KVP08_018840	243	1	False
2497	KVP08_018840	KVP08_018845	612	1	False
2498	KVP08_018850	KVP08_018855	29	-1	True
2499	KVP08_018855	KVP08_018860	48	-1	True
2500	KVP08_018860	KVP08_018865	12	-1	True
2501	KVP08_018870	KVP08_018875	930	1	False
2502	KVP08_018875	KVP08_018880	108	1	False
2503	KVP08_018880	KVP08_018885	34	1	True
2504	KVP08_018890	KVP08_018895	148	-1	False
2505	KVP08_018910	KVP08_018915	222	1	False
2506	KVP08_018920	KVP08_018925	7	-1	True
2507	KVP08_018925	KVP08_018930	4	-1	True
2508	KVP08_018940	KVP08_018945	3	-1	True
2509	KVP08_018950	KVP08_018955	106	1	False
2510	KVP08_018955	KVP08_018960	181	1	False
2511	KVP08_018960	KVP08_018965	157	1	False
2512	KVP08_018970	KVP08_018975	76	-1	True
2513	KVP08_018975	KVP08_018980	379	-1	False
2514	KVP08_019000	KVP08_019005	212	-1	False
2515	KVP08_019005	KVP08_019010	226	-1	False
2516	KVP08_019010	KVP08_019015	367	-1	False
2517	KVP08_019015	KVP08_019020	123	-1	False
2518	KVP08_019020	KVP08_019025	150	-1	False
2519	KVP08_019025	KVP08_019030	13	-1	True
2520	KVP08_019030	KVP08_019035	81	-1	True
2521	KVP08_019035	KVP08_019040	637	-1	False
2522	KVP08_019040	KVP08_019045	128	-1	False
2523	KVP08_019050	KVP08_019055	1254	1	False
2524	KVP08_019055	KVP08_019060	89	1	True
2525	KVP08_019060	KVP08_019065	131	1	False
2526	KVP08_019065	KVP08_019070	60	1	True
2527	KVP08_019070	KVP08_019075	97	1	False
2528	KVP08_019075	KVP08_019080	-7	1	True
2529	KVP08_019080	KVP08_019085	123	1	False
2530	KVP08_019085	KVP08_019090	35	1	True
2531	KVP08_019090	KVP08_019095	148	1	False
2532	KVP08_019100	KVP08_019105	1	-1	True
2533	KVP08_019110	KVP08_019115	212	1	False
2534	KVP08_019125	KVP08_019130	-3	1	True
2535	KVP08_019135	KVP08_019140	0	-1	True
2536	KVP08_019140	KVP08_019145	62	-1	True
2537	KVP08_019145	KVP08_019150	207	-1	False
2538	KVP08_019155	KVP08_019160	175	1	False
2539	KVP08_019160	KVP08_019165	17	1	True
2540	KVP08_019165	KVP08_019170	189	1	False
2541	KVP08_019170	KVP08_019175	732	1	False
2542	KVP08_019175	KVP08_019180	99	1	False
2543	KVP08_019185	KVP08_019190	148	-1	False
2544	KVP08_019190	KVP08_019195	0	-1	True
2545	KVP08_019195	KVP08_019200	49	-1	True
2546	KVP08_019200	KVP08_019205	-3	-1	True
2547	KVP08_019205	KVP08_019210	71	-1	True
2548	KVP08_019210	KVP08_019215	43	-1	True
2549	KVP08_019230	KVP08_019235	5	1	True
2550	KVP08_019235	KVP08_019240	61	1	True
2551	KVP08_019240	KVP08_019245	-3	1	True
2552	KVP08_019245	KVP08_019250	401	1	False
2553	KVP08_019250	KVP08_019255	58	1	True
2554	KVP08_019255	KVP08_019260	45	1	True
2555	KVP08_019260	KVP08_019265	-81	1	True
2556	KVP08_019265	KVP08_019270	89	1	True
2557	KVP08_019270	KVP08_019275	-3	1	True
2558	KVP08_019275	KVP08_019280	27	1	True
2559	KVP08_019280	KVP08_019285	-3	1	True
2560	KVP08_019285	KVP08_019290	19	1	True
2561	KVP08_019290	KVP08_019295	9	1	True
2562	KVP08_019295	KVP08_019320	817	1	False
2563	KVP08_019330	KVP08_019335	95	1	False
2564	KVP08_019335	KVP08_019340	60	1	True
2565	KVP08_019350	KVP08_019355	163	1	False
2566	KVP08_019355	KVP08_019360	118	1	False
2567	KVP08_019385	KVP08_019390	2	-1	True
2568	KVP08_019390	KVP08_019395	147	-1	False
2569	KVP08_019395	KVP08_019400	2	-1	True
2570	KVP08_019400	KVP08_019405	80	-1	True
2571	KVP08_019405	KVP08_019410	-3	-1	True
2572	KVP08_019410	KVP08_019415	591	-1	False
2573	KVP08_019435	KVP08_019440	115	-1	False
2574	KVP08_019440	KVP08_019445	11	-1	True
2575	KVP08_019450	KVP08_019455	179	1	False
2576	KVP08_019455	KVP08_019460	360	1	False
2577	KVP08_019460	KVP08_019465	-7	1	True
2578	KVP08_019465	KVP08_019470	-13	1	True
2579	KVP08_019470	KVP08_019475	10	1	True
2580	KVP08_019475	KVP08_019480	0	1	True
2581	KVP08_019480	KVP08_019485	-3	1	True
2582	KVP08_019485	KVP08_019490	-7	1	True
2583	KVP08_019490	KVP08_019495	21	1	True
2584	KVP08_019495	KVP08_019500	-3	1	True
2585	KVP08_019500	KVP08_019505	-3	1	True
2586	KVP08_019505	KVP08_019510	-3	1	True
2587	KVP08_019510	KVP08_019515	10	1	True
2588	KVP08_019515	KVP08_019520	1	1	True
2589	KVP08_019520	KVP08_019525	5	1	True
2590	KVP08_019525	KVP08_019530	97	1	False
2591	KVP08_019530	KVP08_019535	6	1	True
2592	KVP08_019535	KVP08_019540	126	1	False
2593	KVP08_019540	KVP08_019545	1	1	True
2594	KVP08_019545	KVP08_019550	11	1	True
2595	KVP08_019550	KVP08_019555	194	1	False
2596	KVP08_019555	KVP08_019560	9	1	True
2597	KVP08_019580	KVP08_019585	97	1	False
2598	KVP08_019585	KVP08_019590	24	1	True
2599	KVP08_019595	KVP08_019600	134	-1	False
2600	KVP08_019600	KVP08_019605	40	-1	True
2601	KVP08_019605	KVP08_019610	16	-1	True
2602	KVP08_019610	KVP08_019615	-3	-1	True
2603	KVP08_019615	KVP08_019620	63	-1	True
2604	KVP08_019625	KVP08_019630	30	1	True
2605	KVP08_019630	KVP08_019635	460	1	False
2606	KVP08_019635	KVP08_019640	26	1	True
2607	KVP08_019655	KVP08_019660	351	-1	False
2608	KVP08_019660	KVP08_019665	10	-1	True
2609	KVP08_019665	KVP08_019670	48	-1	True
2610	KVP08_019685	KVP08_019690	406	1	False
2611	KVP08_019700	KVP08_019705	185	1	False
2612	KVP08_019710	KVP08_019715	5	-1	True
2613	KVP08_019730	KVP08_019735	190	1	False
2614	KVP08_019735	KVP08_019740	17	1	True
2615	KVP08_019740	KVP08_019745	22	1	True
2616	KVP08_019755	KVP08_019760	115	1	False
2617	KVP08_019775	KVP08_019780	33	-1	True
2618	KVP08_019780	KVP08_019785	50	-1	True
2619	KVP08_019785	KVP08_019790	47	-1	True
2620	KVP08_019790	KVP08_019795	326	-1	False
2621	KVP08_019795	KVP08_019800	-19	-1	True
2622	KVP08_019800	KVP08_019805	9	-1	True
2623	KVP08_019805	KVP08_019810	43	-1	True
2624	KVP08_019810	KVP08_019815	2	-1	True
2625	KVP08_019815	KVP08_019820	20	-1	True
2626	KVP08_019820	KVP08_019825	113	-1	False
2627	KVP08_019830	KVP08_019835	304	1	False
2628	KVP08_019840	KVP08_019845	37	-1	True
2629	KVP08_019845	KVP08_019850	117	-1	False
2630	KVP08_019850	KVP08_019855	309	-1	False
2631	KVP08_019880	KVP08_019885	117	1	False
2632	KVP08_019885	KVP08_019890	151	1	False
2633	KVP08_019890	KVP08_019895	275	1	False
2634	KVP08_019895	KVP08_019900	122	1	False
2635	KVP08_019900	KVP08_019905	38	1	True
2636	KVP08_019910	KVP08_019915	187	-1	False
2637	KVP08_019915	KVP08_019920	39	-1	True
2638	KVP08_019920	KVP08_019925	51	-1	True
2639	KVP08_019930	KVP08_019935	15	1	True
2640	KVP08_019960	KVP08_019965	29	-1	True
2641	KVP08_019970	KVP08_019975	34	1	True
2642	KVP08_019975	KVP08_019980	48	1	True
2643	KVP08_019980	KVP08_019985	-7	1	True
2644	KVP08_019985	KVP08_019990	0	1	True
2645	KVP08_019990	KVP08_019995	3	1	True
2646	KVP08_020000	KVP08_020025	5995	-1	False
2647	KVP08_020025	KVP08_020030	57	-1	True
2648	KVP08_020035	KVP08_020040	0	1	True
2649	KVP08_020040	KVP08_020045	187	1	False
2650	KVP08_020045	KVP08_020050	11	1	True
2651	KVP08_020050	KVP08_020055	168	1	False
2652	KVP08_020055	KVP08_020060	18	1	True
2653	KVP08_020060	KVP08_020065	27	1	True
2654	KVP08_020065	KVP08_020070	50	1	True
2655	KVP08_020070	KVP08_020075	381	1	False
2656	KVP08_020075	KVP08_020080	18	1	True
2657	KVP08_020080	KVP08_020085	30	1	True
2658	KVP08_020085	KVP08_020090	77	1	True
2659	KVP08_020100	KVP08_020105	335	1	False
2660	KVP08_020115	KVP08_020120	116	1	False
2661	KVP08_020120	KVP08_020125	29	1	True
2662	KVP08_020135	KVP08_020140	80	1	True
2663	KVP08_020145	KVP08_020150	1	-1	True
2664	KVP08_020155	KVP08_020160	96	1	False
2665	KVP08_020175	KVP08_020180	-3	-1	True
2666	KVP08_020180	KVP08_020185	138	-1	False
2667	KVP08_020190	KVP08_020195	82	1	True
2668	KVP08_020200	KVP08_020205	61	-1	True
2669	KVP08_020215	KVP08_020220	126	-1	False
2670	KVP08_020240	KVP08_020245	37	-1	True
2671	KVP08_020250	KVP08_020255	97	1	False
2672	KVP08_020280	KVP08_020285	-3	-1	True
2673	KVP08_020285	KVP08_020290	5	-1	True
2674	KVP08_020290	KVP08_020295	78	-1	True
2675	KVP08_020310	KVP08_020315	175	1	False
2676	KVP08_020315	KVP08_020320	0	1	True
2677	KVP08_020320	KVP08_020325	23	1	True
2678	KVP08_020325	KVP08_020330	7	1	True
2679	KVP08_020335	KVP08_020340	231	-1	False
2680	KVP08_020340	KVP08_020345	-3	-1	True
2681	KVP08_020345	KVP08_020350	4	-1	True
2682	KVP08_020355	KVP08_020360	2	1	True
2683	KVP08_020370	KVP08_020375	103	1	False
2684	KVP08_020375	KVP08_020380	73	1	True
2685	KVP08_020380	KVP08_020385	220	1	False
2686	KVP08_020385	KVP08_020390	22	1	True
2687	KVP08_020390	KVP08_020395	10	1	True
2688	KVP08_020405	KVP08_020410	227	1	False
2689	KVP08_020415	KVP08_020420	133	-1	False
2690	KVP08_020420	KVP08_020425	0	-1	True
2691	KVP08_020430	KVP08_020435	-3	1	True
2692	KVP08_020435	KVP08_020440	407	1	False
2693	KVP08_020440	KVP08_020445	10	1	True
2694	KVP08_020445	KVP08_020450	2	1	True
2695	KVP08_020450	KVP08_020455	-3	1	True
2696	KVP08_020465	KVP08_020470	68	1	True
2697	KVP08_020470	KVP08_020475	0	1	True
2698	KVP08_020475	KVP08_020480	18	1	True
2699	KVP08_020480	KVP08_020485	55	1	True
2700	KVP08_020495	KVP08_020500	78	1	True
2701	KVP08_020505	KVP08_020510	168	-1	False
2702	KVP08_020515	KVP08_020520	62	1	True
2703	KVP08_020525	KVP08_020530	218	-1	False
2704	KVP08_020530	KVP08_020535	130	-1	False
2705	KVP08_020535	KVP08_020540	59	-1	True
2706	KVP08_020540	KVP08_020545	0	-1	True
2707	KVP08_020550	KVP08_020555	40	1	True
2708	KVP08_020555	KVP08_020560	117	1	False
2709	KVP08_020565	KVP08_020570	261	-1	False
2710	KVP08_020575	KVP08_020580	2	1	True
2711	KVP08_020580	KVP08_020585	-7	1	True
2712	KVP08_020585	KVP08_020590	149	1	False
2713	KVP08_020595	KVP08_020600	76	-1	True
2714	KVP08_020605	KVP08_020610	190	1	False
2715	KVP08_020610	KVP08_020615	3	1	True
2716	KVP08_020615	KVP08_020620	2	1	True
2717	KVP08_020620	KVP08_020625	0	1	True
2718	KVP08_020625	KVP08_020630	14	1	True
2719	KVP08_020630	KVP08_020635	184	1	False
2720	KVP08_020650	KVP08_020655	0	-1	True
2721	KVP08_020655	KVP08_020660	51	-1	True
2722	KVP08_020670	KVP08_020675	49	-1	True
2723	KVP08_020675	KVP08_020680	120	-1	False
2724	KVP08_020680	KVP08_020685	10	-1	True
2725	KVP08_020705	KVP08_020710	129	-1	False
2726	KVP08_020715	KVP08_020720	110	1	False
2727	KVP08_020720	KVP08_020725	168	1	False
2728	KVP08_020725	KVP08_020730	369	1	False
2729	KVP08_020730	KVP08_020735	274	1	False
2730	KVP08_020735	KVP08_020740	4	1	True
2731	KVP08_020740	KVP08_020745	10	1	True
2732	KVP08_020745	KVP08_020750	12	1	True
2733	KVP08_020755	KVP08_020760	243	-1	False
2734	KVP08_020765	KVP08_020770	266	1	False
2735	KVP08_020775	KVP08_020780	113	-1	False
2736	KVP08_020785	KVP08_020790	-3	1	True
2737	KVP08_020790	KVP08_020795	2	1	True
2738	KVP08_020795	KVP08_020800	-3	1	True
2739	KVP08_020805	KVP08_020810	106	-1	False
2740	KVP08_020810	KVP08_020815	220	-1	False
2741	KVP08_020815	KVP08_020820	8	-1	True
2742	KVP08_020820	KVP08_020825	16	-1	True
2743	KVP08_020825	KVP08_020830	-3	-1	True
2744	KVP08_020830	KVP08_020835	-10	-1	True
2745	KVP08_020835	KVP08_020840	2	-1	True
2746	KVP08_020855	KVP08_020860	100	1	False
2747	KVP08_020865	KVP08_020870	1	-1	True
2748	KVP08_020875	KVP08_020880	-3	1	True
2749	KVP08_020880	KVP08_020885	4	1	True
2750	KVP08_020885	KVP08_020890	-16	1	True
2751	KVP08_020890	KVP08_020895	31	1	True
2752	KVP08_020895	KVP08_020900	17	1	True
2753	KVP08_020900	KVP08_020905	82	1	True
2754	KVP08_020905	KVP08_020910	25	1	True
2755	KVP08_020915	KVP08_020920	14	-1	True
2756	KVP08_020920	KVP08_020925	2	-1	True
2757	KVP08_020930	KVP08_020935	25	1	True
2758	KVP08_020940	KVP08_020945	67	-1	True
2759	KVP08_020955	KVP08_020960	146	-1	False
2760	KVP08_020960	KVP08_020965	20	-1	True
2761	KVP08_020965	KVP08_020970	53	-1	True
2762	KVP08_020985	KVP08_020990	271	1	False
2763	KVP08_020990	KVP08_020995	12	1	True
2764	KVP08_020995	KVP08_021000	99	1	False
2765	KVP08_021000	KVP08_021005	-3	1	True
2766	KVP08_021025	KVP08_021030	824	1	False
2767	KVP08_021030	KVP08_021035	83	1	True
2768	KVP08_021035	KVP08_021040	69	1	True
